Bug_Number,Summary,Platform,Component,Version,Creation_Time,Whiteboard,QA_Whiteboard,First_Comment_Text,First_Comment_Creation_Time,Status,Product,Priority,Resolution,Severity,Is_Confirmed,br_name,br_desc
1315514,[regression] Search keywords are broken for POST forms now,Unspecified,Bookmarks & History,51 Branch,2016-11-06T05:31:09Z,[fxsearch],,"User Agent: Mozilla/5.0 (X11; Linux i686; rv:52.0) Gecko/20100101 Firefox/52.0 Build ID: 20161105030211  Steps to reproduce:  0. `firefox -p`, create and select empty profile 1. Open https://duckduckgo.com/html 2. Right click in the search field, click ""Add a Keyword for this Search..."", enter keyword ""d"" and save it. 3. In url bar type ""d test"" and press enter    Actual results:  Search keyword doesn't work. No search results.    Expected results:  Search keyword should work, search results for the word ""test"" should appear.",2016-11-06T05:31:09Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1315514_SRC,"1315514 [regression] Search keywords are broken for POST forms now Unspecified Bookmarks & History 51 Branch 2016-11-06T05:31:09Z [fxsearch] nan User Agent: Mozilla/5.0 (X11; Linux i686; rv:52.0) Gecko/20100101 Firefox/52.0 Build ID: 20161105030211  Steps to reproduce:  0. `firefox -p`, create and select empty profile 1. Open https://duckduckgo.com/html 2. Right click in the search field, click ""Add a Keyword for this Search..."", enter keyword ""d"" and save it. 3. In url bar type ""d test"" and press enter    Actual results:  Search keyword doesn't work. No search results.    Expected results:  Search keyword should work, search results for the word ""test"" should appear. 2016-11-06T05:31:09Z VERIFIED Firefox P1 FIXED normal True BR_1315514_SRC"
1316126,`_endRemoveTab` can get stuck in an infinite loop,Unspecified,Tabbed Browser,49 Branch,2016-11-08T21:13:21Z,,,"A `TabClose` event listener can cause `_endRemoveTab` to become stuck in a infinite loop.  Looking at the general flow of removing tabs:  1. `_beginRemoveTab` is called  a. The tab is added to `this._removingTabs` array  b. `TabClose` event is emitted  c. `aTab._endRemoveArgs` is set 2. `_endRemoveTab` is called  a. If `!aTab!aTab._endRemoveArgs`, abort  b. Remove the tab from `this._removingTabs` array  c. If `aCloseWindow`, loop over all tabs in `this._removingTabs` array and call `_endRemoveTab`  The issue I saw is that listeners for `TabClose` can trigger arbitrary behavior, including removing a second tab, leading to follow timeline of actions:  1. `_beginRemoveTab` is called for tab 1 2. Tab 1 is added to `this._removingTabs` array   * NOTE: `_endRemoveArgs` has _not_ been set for tab 1 yet 3. `TabClose` event emitted for tab 1 4. Some `TabClose` listener calls `removeTab(tab2)` 5. `_beginRemoveTab` is called for tab 2 6. `_endRemoveTab` is called for tab 2, close window is true 7. Loop over all tabs in `this._removingTabs` array and call `_endRemoveTab`   * Here we loop forever, because the `this._removingTabs` contains a tab without `_endRemoveArgs` so it just returns immediately  I tried to adjust the timing of when `_endRemoveArgs` is set, but I couldn't find the precise point to do so without its own negative effects.",2016-11-08T21:13:21Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1316126_SRC,"1316126 `_endRemoveTab` can get stuck in an infinite loop Unspecified Tabbed Browser 49 Branch 2016-11-08T21:13:21Z nan nan A `TabClose` event listener can cause `_endRemoveTab` to become stuck in a infinite loop.  Looking at the general flow of removing tabs:  1. `_beginRemoveTab` is called  a. The tab is added to `this._removingTabs` array  b. `TabClose` event is emitted  c. `aTab._endRemoveArgs` is set 2. `_endRemoveTab` is called  a. If `!aTab!aTab._endRemoveArgs`, abort  b. Remove the tab from `this._removingTabs` array  c. If `aCloseWindow`, loop over all tabs in `this._removingTabs` array and call `_endRemoveTab`  The issue I saw is that listeners for `TabClose` can trigger arbitrary behavior, including removing a second tab, leading to follow timeline of actions:  1. `_beginRemoveTab` is called for tab 1 2. Tab 1 is added to `this._removingTabs` array   * NOTE: `_endRemoveArgs` has _not_ been set for tab 1 yet 3. `TabClose` event emitted for tab 1 4. Some `TabClose` listener calls `removeTab(tab2)` 5. `_beginRemoveTab` is called for tab 2 6. `_endRemoveTab` is called for tab 2, close window is true 7. Loop over all tabs in `this._removingTabs` array and call `_endRemoveTab`   * Here we loop forever, because the `this._removingTabs` contains a tab without `_endRemoveArgs` so it just returns immediately  I tried to adjust the timing of when `_endRemoveArgs` is set, but I couldn't find the precise point to do so without its own negative effects. 2016-11-08T21:13:21Z RESOLVED Firefox P3 FIXED normal True BR_1316126_SRC"
1318903,"[Windows 7 and below] Fullscreen window controls not shown with dark themes, close button has broken ""red square"" hover state",x86_64,Theme,50 Branch,2016-11-20T02:55:44Z,,,"Created attachment 8812510 fx-fullscreen.png  User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20161104212021  Steps to reproduce:  1. Open Firefox 2. Enable Developer theme (On Stable/Beta https://addons.mozilla.org/en-US/firefox/addon/devedition-theme-enabler/ is required; on Developer/Nightly it's already there under Add-ons > Appearance) 3. Press F11   Actual results:  Fullscreen window controls are not shown   Expected results:  Minimise/Resore/Close buttons should be present in the upper-right corner.   The tooltip appears on hover, and the buttons (areas) work, but the visual indicator is missing, aside from a ""minus"" symbol where the Minimise button should be. This is a problem with Firefox 50+, screenshot for comparison between v49 and v50 attatched (as seen on Windows 7).",2016-11-20T02:55:44Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1318903_SRC,"1318903 [Windows 7 and below] Fullscreen window controls not shown with dark themes, close button has broken ""red square"" hover state x86_64 Theme 50 Branch 2016-11-20T02:55:44Z nan nan Created attachment 8812510 fx-fullscreen.png  User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20161104212021  Steps to reproduce:  1. Open Firefox 2. Enable Developer theme (On Stable/Beta https://addons.mozilla.org/en-US/firefox/addon/devedition-theme-enabler/ is required; on Developer/Nightly it's already there under Add-ons > Appearance) 3. Press F11   Actual results:  Fullscreen window controls are not shown   Expected results:  Minimise/Resore/Close buttons should be present in the upper-right corner.   The tooltip appears on hover, and the buttons (areas) work, but the visual indicator is missing, aside from a ""minus"" symbol where the Minimise button should be. This is a problem with Firefox 50+, screenshot for comparison between v49 and v50 attatched (as seen on Windows 7). 2016-11-20T02:55:44Z VERIFIED Firefox P1 FIXED normal True BR_1318903_SRC"
1319119,Turn on Insecure Password Warning in Firefox Release,Unspecified,Security,51 Branch,2016-11-21T17:19:20Z,[fxprivacy],,"+++ This bug was initially created as a clone of Bug #1301772 +++  This bug is to move the Insecure Password Warning (in the URL bar) to release from beta. (follow-on from Bug #1301772)  Because the change is relatively low risk (from a user perspective), particularly now that Chrome will also be shipping something similar in January, we feel like we are in a good place to move to release.  The stronger UI (in context, which is a number of the child bugs under Bug #1217142) will go through some testing (via Heartbeat) first to ensure it does as intended.  The strategy for getting more developers to move to HTTPS is as follows: - Do a Heartbeat study on how users would perceive the in-context insecure password UI - Publish the results of that study, targeted at developers (encouraging them to move to HTTPS) and a description of the changes that are coming - Roll out this (more minor) change in v51 - In a future release, roll out the in-context UI changes",2016-11-21T17:19:20Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1319119_SRC,"1319119 Turn on Insecure Password Warning in Firefox Release Unspecified Security 51 Branch 2016-11-21T17:19:20Z [fxprivacy] nan +++ This bug was initially created as a clone of Bug #1301772 +++  This bug is to move the Insecure Password Warning (in the URL bar) to release from beta. (follow-on from Bug #1301772)  Because the change is relatively low risk (from a user perspective), particularly now that Chrome will also be shipping something similar in January, we feel like we are in a good place to move to release.  The stronger UI (in context, which is a number of the child bugs under Bug #1217142) will go through some testing (via Heartbeat) first to ensure it does as intended.  The strategy for getting more developers to move to HTTPS is as follows: - Do a Heartbeat study on how users would perceive the in-context insecure password UI - Publish the results of that study, targeted at developers (encouraging them to move to HTTPS) and a description of the changes that are coming - Roll out this (more minor) change in v51 - In a future release, roll out the in-context UI changes 2016-11-21T17:19:20Z VERIFIED Firefox P1 FIXED normal True BR_1319119_SRC"
1319433,Devices differ in Synced Tab and Send to Device menus,Unspecified,Sync,49 Branch,2016-11-22T15:36:28Z,,,"Created attachment 8813243 devices-mismatch.png  Unless the devices without open tabs are hidden (and I didn't think we were doing this), the two devices lists do not appear to be matching. These two lists should match the Sync devices in FxA/Settings.",2016-11-22T15:36:28Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1319433_SRC,"1319433 Devices differ in Synced Tab and Send to Device menus Unspecified Sync 49 Branch 2016-11-22T15:36:28Z nan nan Created attachment 8813243 devices-mismatch.png  Unless the devices without open tabs are hidden (and I didn't think we were doing this), the two devices lists do not appear to be matching. These two lists should match the Sync devices in FxA/Settings. 2016-11-22T15:36:28Z RESOLVED Firefox P1 FIXED normal True BR_1319433_SRC"
1319919,Refine Insecure Password Warning style,Unspecified,Security,50 Branch,2016-11-23T21:31:49Z,,,"Created attachment 8813860 insecure-small.png  Using the same icon size, and the smaller text size/style from the search dropdown headings, we propose this solution which does not have a learn more (not needed in our opinion) and has a smaller font size.  Left/right margin of icon is 7.5 pixels (matches left margin of usernames below) and 11.5 pixel top/bottom margin.  Text has 7.5 pixel top, right and left margins.  I'm working on 2x resolution, so if 0.5 pixels don't work, round up to 8 and 12 pixels.",2016-11-23T21:31:49Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1319919_SRC,"1319919 Refine Insecure Password Warning style Unspecified Security 50 Branch 2016-11-23T21:31:49Z nan nan Created attachment 8813860 insecure-small.png  Using the same icon size, and the smaller text size/style from the search dropdown headings, we propose this solution which does not have a learn more (not needed in our opinion) and has a smaller font size.  Left/right margin of icon is 7.5 pixels (matches left margin of usernames below) and 11.5 pixel top/bottom margin.  Text has 7.5 pixel top, right and left margins.  I'm working on 2x resolution, so if 0.5 pixels don't work, round up to 8 and 12 pixels. 2016-11-23T21:31:49Z VERIFIED Firefox P1 FIXED normal True BR_1319919_SRC"
1320557,"No security information displayed for a specific website, using a specific Firefox profile",x86_64,Site Identity and Permission Panels,50 Branch,2016-11-27T17:04:24Z,[fxprivacy] ,,"Created attachment 8814701 firefox-bug-paypal.png  User Agent: Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20161114215630  Steps to reproduce:  1. Went to https://www.paypal.com 2. Clicked on the green padlock on the URL bar (next to it, it correctly displays ""PayPal, Inc. (US)""), but nothing was displayed. 3. Clicked on Tools -> Page Info -> Security tab, but nothing is displayed (as indicated in the attached screenshot). Clicking on any of the buttons (View Certificate, View Cookies, and View Saved Passwords) does nothing (for this website, works for others). 4. Disabled all extensions and add-ons and tried again, no success. 5. Cleared all cookies for the paypal domain, still nothing. 6. Opened a Private Window from the same profile, still nothing. 7. Used a different profile, information is displayed normally (both next to the padlock, and on the Page Info tab, with website identity, privacy, technical details, etc.).    Actual results:  No information is displayed when clicking on the green padlock for that website, or on the Security tab of the Page Info window.  It only happens for this specific website (from all those I've tried, with https), and only on one specific profile (my main one).  The reason I'm filling the bug is because PayPal is a security-sensitive website, so I'd like to know if my profile could be corrupted or affected by some malware.  If there is a way to clean my profile other than starting from scratch, would gladly like to know. Otherwise, if there is a way to obtain debugging information, that would help.   Expected results:  Security information should be displayed normally in both profiles, or some error message should help explain why it can't be shown.",2016-11-27T17:04:24Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1320557_SRC,"1320557 No security information displayed for a specific website, using a specific Firefox profile x86_64 Site Identity and Permission Panels 50 Branch 2016-11-27T17:04:24Z [fxprivacy]  nan Created attachment 8814701 firefox-bug-paypal.png  User Agent: Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20161114215630  Steps to reproduce:  1. Went to https://www.paypal.com 2. Clicked on the green padlock on the URL bar (next to it, it correctly displays ""PayPal, Inc. (US)""), but nothing was displayed. 3. Clicked on Tools -> Page Info -> Security tab, but nothing is displayed (as indicated in the attached screenshot). Clicking on any of the buttons (View Certificate, View Cookies, and View Saved Passwords) does nothing (for this website, works for others). 4. Disabled all extensions and add-ons and tried again, no success. 5. Cleared all cookies for the paypal domain, still nothing. 6. Opened a Private Window from the same profile, still nothing. 7. Used a different profile, information is displayed normally (both next to the padlock, and on the Page Info tab, with website identity, privacy, technical details, etc.).    Actual results:  No information is displayed when clicking on the green padlock for that website, or on the Security tab of the Page Info window.  It only happens for this specific website (from all those I've tried, with https), and only on one specific profile (my main one).  The reason I'm filling the bug is because PayPal is a security-sensitive website, so I'd like to know if my profile could be corrupted or affected by some malware.  If there is a way to clean my profile other than starting from scratch, would gladly like to know. Otherwise, if there is a way to obtain debugging information, that would help.   Expected results:  Security information should be displayed normally in both profiles, or some error message should help explain why it can't be shown. 2016-11-27T17:04:24Z VERIFIED Firefox P1 FIXED normal True BR_1320557_SRC"
1323211,Change Sync datatype label from Tabs to Open tabs,Unspecified,Sync,50 Branch,2016-12-13T16:50:13Z,,[good first verify],"In order to provide more clarity on what tab syncing does (and match what is now on FxA) we should change ""Tabs"" to ""Open tabs"" in Sync Options.",2016-12-13T16:50:13Z,RESOLVED,Firefox,P2,FIXED,normal,True,BR_1323211_SRC,"1323211 Change Sync datatype label from Tabs to Open tabs Unspecified Sync 50 Branch 2016-12-13T16:50:13Z nan [good first verify] In order to provide more clarity on what tab syncing does (and match what is now on FxA) we should change ""Tabs"" to ""Open tabs"" in Sync Options. 2016-12-13T16:50:13Z RESOLVED Firefox P2 FIXED normal True BR_1323211_SRC"
1325902,Increase visibility of container highlight on tabs,Unspecified,Security,51 Branch,2016-12-27T03:19:37Z,[userContextId][domsecurity-active],,"We need to look at the simplest to implement underline possibility in CSS which can be uplifted. I'm going to wrap the work in a pref which the test pilot experiment could potentially check which is the better performing in the browser.  From Tanvi:  Taipei team came out with a few proposals on how we could change the tab highlighting here - https://www.dropbox.com/s/8ywv6f2ty6s74en/Container%20Tab%20proposal.png?dl=0.  We know overline is a problem, so that throws out 1-3.  And 6 just looks odd to me.  So I'm in favor of 4 or 5 - pretty much changing our overline in mozilla-central to an underline, as John proposed. If we can get an underline that is the full tab width (proposal 5), then that would be great.  But if not, we can underline a portion of the tab (proposal 4).  Can you add these details to that bug?  If its simple to implement and not particularly risky, we can try to uplift to 51 (beta).",2016-12-27T03:19:37Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1325902_SRC,"1325902 Increase visibility of container highlight on tabs Unspecified Security 51 Branch 2016-12-27T03:19:37Z [userContextId][domsecurity-active] nan We need to look at the simplest to implement underline possibility in CSS which can be uplifted. I'm going to wrap the work in a pref which the test pilot experiment could potentially check which is the better performing in the browser.  From Tanvi:  Taipei team came out with a few proposals on how we could change the tab highlighting here - https://www.dropbox.com/s/8ywv6f2ty6s74en/Container%20Tab%20proposal.png?dl=0.  We know overline is a problem, so that throws out 1-3.  And 6 just looks odd to me.  So I'm in favor of 4 or 5 - pretty much changing our overline in mozilla-central to an underline, as John proposed. If we can get an underline that is the full tab width (proposal 5), then that would be great.  But if not, we can underline a portion of the tab (proposal 4).  Can you add these details to that bug?  If its simple to implement and not particularly risky, we can try to uplift to 51 (beta). 2016-12-27T03:19:37Z VERIFIED Firefox P1 FIXED normal True BR_1325902_SRC"
1328913,Pref-off Search Reset UI for beta and release,Unspecified,Search,51 Branch,2017-01-05T16:37:23Z,[fxsearch],,"+++ This bug was initially created as a clone of Bug #1301784 +++  I'm not sure which version of Firefox we are targeting to run our Shield study on search reset, but in bug 1301784 we landed a patch to pref off the feature in beta 1 for the 50 cycle, and for the 51 cycle it seems we all forgot about it... and it's currently enabled on the beta channel.",2017-01-05T16:37:23Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1328913_SRC,"1328913 Pref-off Search Reset UI for beta and release Unspecified Search 51 Branch 2017-01-05T16:37:23Z [fxsearch] nan +++ This bug was initially created as a clone of Bug #1301784 +++  I'm not sure which version of Firefox we are targeting to run our Shield study on search reset, but in bug 1301784 we landed a patch to pref off the feature in beta 1 for the 50 cycle, and for the 51 cycle it seems we all forgot about it... and it's currently enabled on the beta channel. 2017-01-05T16:37:23Z VERIFIED Firefox P1 FIXED normal True BR_1328913_SRC"
1330745,"When privacy.userContext.longPressBehavior is set to 1, it's impossible to open a default container tab from the + button.",All,Tabbed Browser,50 Branch,2017-01-12T19:12:38Z,[userContextId][domsecurity-backlog],,We need some UX here. I suggest to add an item has we did in the Context menu.,2017-01-12T19:12:38Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1330745_SRC,"1330745 When privacy.userContext.longPressBehavior is set to 1, it's impossible to open a default container tab from the + button. All Tabbed Browser 50 Branch 2017-01-12T19:12:38Z [userContextId][domsecurity-backlog] nan We need some UX here. I suggest to add an item has we did in the Context menu. 2017-01-12T19:12:38Z RESOLVED Firefox P3 FIXED normal True BR_1330745_SRC"
1334844,"Address bar uses most recently entered URL, not URL in bar, after using CTRL+ENTER",All,Address Bar,51 Branch,2017-01-28T23:34:21Z,[fxsearch],,"User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  Step 1: Open a tab. Navigate to any webpage, e.g., cnn.com Step 2: Open another tab. Navigate to a different webpage, e.g., facebook.com Step 3: Return to first tab. Hit ""enter"" in address bar.   Actual results:  Firefox loads the URL that was entered in the second tab (in this example, Facebook), rather than the URL in the address bar of the first tab.   Expected results:  Firefox should load the URL already listed in the address bar of the first tab (in the example, CNN).",2017-01-28T23:34:21Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1334844_SRC,"1334844 Address bar uses most recently entered URL, not URL in bar, after using CTRL+ENTER All Address Bar 51 Branch 2017-01-28T23:34:21Z [fxsearch] nan User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  Step 1: Open a tab. Navigate to any webpage, e.g., cnn.com Step 2: Open another tab. Navigate to a different webpage, e.g., facebook.com Step 3: Return to first tab. Hit ""enter"" in address bar.   Actual results:  Firefox loads the URL that was entered in the second tab (in this example, Facebook), rather than the URL in the address bar of the first tab.   Expected results:  Firefox should load the URL already listed in the address bar of the first tab (in the example, CNN). 2017-01-28T23:34:21Z VERIFIED Firefox P2 FIXED normal True BR_1334844_SRC"
1335538,Request volume to profile.accounts.firefox.com has doubled starting in Firefox 51,Unspecified,Sync,51 Branch,2017-01-31T21:15:35Z,,,"We've noticed an increased number of requests coming from Firefox starting with the rollout of Firefox 51. We can certainly handle the load, and it may not be an actual bug, but since we had to increase the number of EC2 instances to handle this, it's worth checking for the exact reason of **why**.",2017-01-31T21:15:35Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1335538_SRC,"1335538 Request volume to profile.accounts.firefox.com has doubled starting in Firefox 51 Unspecified Sync 51 Branch 2017-01-31T21:15:35Z nan nan We've noticed an increased number of requests coming from Firefox starting with the rollout of Firefox 51. We can certainly handle the load, and it may not be an actual bug, but since we had to increase the number of EC2 instances to handle this, it's worth checking for the exact reason of **why**. 2017-01-31T21:15:35Z RESOLVED Firefox P1 FIXED normal True BR_1335538_SRC"
1335992,Search with default search engine stops working,Unspecified,Search,51 Branch,2017-02-02T04:35:34Z,[fxsearch],,Created attachment 8832752 screenshot  This is a regression since Firefox51.  Reproducible: always  Steps to reproduce: 1. Type something in Search Bar 2. Click [Google Search       ]  Actual results: Nothing happens  Expected results: Search with default search engine(Google) should be performed,2017-02-02T04:35:34Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1335992_SRC,1335992 Search with default search engine stops working Unspecified Search 51 Branch 2017-02-02T04:35:34Z [fxsearch] nan Created attachment 8832752 screenshot  This is a regression since Firefox51.  Reproducible: always  Steps to reproduce: 1. Type something in Search Bar 2. Click [Google Search       ]  Actual results: Nothing happens  Expected results: Search with default search engine(Google) should be performed 2017-02-02T04:35:34Z VERIFIED Firefox P1 FIXED normal True BR_1335992_SRC
1336227,Show a blank window as soon as possible after start-up (pref'd off),Unspecified,General,50 Branch,2017-02-02T22:34:27Z,[fxperf],,"As part of our efforts to improve perceived performance, one of the things that the UX team has identified coming out of the Photon work is that we want the initial browser window to appear instantaneously.  This is true _even if we haven't figured out how to lay out the UI yet_. The way that Chrome does this is by displaying a blank, undecorated window very soon after process start. Edge shows a splash screen (an idea which we've evaluated and discarded).  By showing a window more quickly, we also (I believe) get the Firefox icon into the taskbar more quickly.  We should be using Edge as our timing benchmark here, since it appears to be fastest. The request from UX is that we beat or at least be at parity with Edge on showing something after startup.  Putting this under Widget: Win32, since I think this is likely going to be platform specific, and if we start anywhere, it's going to be Windows.",2017-02-02T22:34:27Z,RESOLVED,Firefox,P2,FIXED,normal,True,BR_1336227_SRC,"1336227 Show a blank window as soon as possible after start-up (pref'd off) Unspecified General 50 Branch 2017-02-02T22:34:27Z [fxperf] nan As part of our efforts to improve perceived performance, one of the things that the UX team has identified coming out of the Photon work is that we want the initial browser window to appear instantaneously.  This is true _even if we haven't figured out how to lay out the UI yet_. The way that Chrome does this is by displaying a blank, undecorated window very soon after process start. Edge shows a splash screen (an idea which we've evaluated and discarded).  By showing a window more quickly, we also (I believe) get the Firefox icon into the taskbar more quickly.  We should be using Edge as our timing benchmark here, since it appears to be fastest. The request from UX is that we beat or at least be at parity with Edge on showing something after startup.  Putting this under Widget: Win32, since I think this is likely going to be platform specific, and if we start anywhere, it's going to be Windows. 2017-02-02T22:34:27Z RESOLVED Firefox P2 FIXED normal True BR_1336227_SRC"
1337682,using ctrl / shift + enter seems to save the URL to a hidden clipboard that populates when hitting enter (hard to describe).,All,Address Bar,51 Branch,2017-02-08T07:58:29Z,[fxsearch],,"User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  1. Open a new tab, type in anywebsite and press ctrl + enter (or shift + enter, or shift + ctrl + enter). It will take you to www.anywebsite.com. Expected behavior.  2. Now, switch to another tab, or open a new tab. Select the address bar and press enter. It will take you to www.anywebsite.com, even if you have the current page's address URL selected (which should refresh the page) or do nothing (if blank).",2017-02-08T07:58:29Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1337682_SRC,"1337682 using ctrl / shift + enter seems to save the URL to a hidden clipboard that populates when hitting enter (hard to describe). All Address Bar 51 Branch 2017-02-08T07:58:29Z [fxsearch] nan User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  1. Open a new tab, type in anywebsite and press ctrl + enter (or shift + enter, or shift + ctrl + enter). It will take you to www.anywebsite.com. Expected behavior.  2. Now, switch to another tab, or open a new tab. Select the address bar and press enter. It will take you to www.anywebsite.com, even if you have the current page's address URL selected (which should refresh the page) or do nothing (if blank). 2017-02-08T07:58:29Z RESOLVED Firefox P1 FIXED normal True BR_1337682_SRC"
1339497,firefox tries to load incorrect url if urlbar autocomplete suggests first-two-letters-duplicated hosts when input url contains % encoded components,Unspecified,Address Bar,51 Branch,2017-02-14T17:31:16Z,[fxsearch],,"Created attachment 8837222 screencast firefox 51.0  the first-two-letters-duplicated hosts bug has already been described in bug 767364 but it is even worse starting from 51.0   Steps to Reproduce: 0. start a local http server on port 80 1. open firefox and load http://localhost/a=&6 2. focus on urlbar and delete `&6` 3. input `%266` 4. delete `%266` 5. input `&6` 6. move input cursor between `&` and `6` 7. delete `&` 8. input `%2` 9. press enter   Expected Result: 1. after 3rd step     urlbar inline autocomplete shows ""localhost/a=&6""     first entry in urlbar autocomplete dropdown list is ""localhost/a=&6 - Visit""  2. after 8th step     first entry in urlbar autocomplete dropdown list is ""localhost/a=&6 - Visit""  3. after 9th step     firefox loads http://localhost/a=%26   Actual Result: 1. after 3rd step     urlbar inline autocomplete shows ""lolocalhost/a=&6""     first entry in urlbar autocomplete dropdown list is ""lolocalhost/a=&6 - Visit""  2. after 8th step     first entry in urlbar autocomplete dropdown list is ""lolocalhost/a=&6 - Visit""  3. after 9th step     firefox tries to load http://lolocalhost/a=&6",2017-02-14T17:31:16Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1339497_SRC,"1339497 firefox tries to load incorrect url if urlbar autocomplete suggests first-two-letters-duplicated hosts when input url contains % encoded components Unspecified Address Bar 51 Branch 2017-02-14T17:31:16Z [fxsearch] nan Created attachment 8837222 screencast firefox 51.0  the first-two-letters-duplicated hosts bug has already been described in bug 767364 but it is even worse starting from 51.0   Steps to Reproduce: 0. start a local http server on port 80 1. open firefox and load http://localhost/a=&6 2. focus on urlbar and delete `&6` 3. input `%266` 4. delete `%266` 5. input `&6` 6. move input cursor between `&` and `6` 7. delete `&` 8. input `%2` 9. press enter   Expected Result: 1. after 3rd step     urlbar inline autocomplete shows ""localhost/a=&6""     first entry in urlbar autocomplete dropdown list is ""localhost/a=&6 - Visit""  2. after 8th step     first entry in urlbar autocomplete dropdown list is ""localhost/a=&6 - Visit""  3. after 9th step     firefox loads http://localhost/a=%26   Actual Result: 1. after 3rd step     urlbar inline autocomplete shows ""lolocalhost/a=&6""     first entry in urlbar autocomplete dropdown list is ""lolocalhost/a=&6 - Visit""  2. after 8th step     first entry in urlbar autocomplete dropdown list is ""lolocalhost/a=&6 - Visit""  3. after 9th step     firefox tries to load http://lolocalhost/a=&6 2017-02-14T17:31:16Z VERIFIED Firefox P1 FIXED normal True BR_1339497_SRC"
1343256,Bookmark keywords disappear from one bookmark when adding a keyword to another bookmark,All,Bookmarks & History,51 Branch,2017-02-28T16:37:00Z,[fxsearch],,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  1. Create a new Firefox profile. 2. Bookmark two webpages in the Bookmarks Menu. 3. Give both bookmarks unique keywords. After giving the second bookmark a keyword, the keyword from the first bookmark disappears. If I try and give a keyword to the first bookmark, then the keyword in the second bookmark disappears. So only the last keyword I add will remain.",2017-02-28T16:37:00Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1343256_SRC,"1343256 Bookmark keywords disappear from one bookmark when adding a keyword to another bookmark All Bookmarks & History 51 Branch 2017-02-28T16:37:00Z [fxsearch] nan User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20170125094131  Steps to reproduce:  1. Create a new Firefox profile. 2. Bookmark two webpages in the Bookmarks Menu. 3. Give both bookmarks unique keywords. After giving the second bookmark a keyword, the keyword from the first bookmark disappears. If I try and give a keyword to the first bookmark, then the keyword in the second bookmark disappears. So only the last keyword I add will remain. 2017-02-28T16:37:00Z VERIFIED Firefox P2 FIXED normal True BR_1343256_SRC"
